Date,Price_USDJPY,Price_EURUSD,Price_GBPJPY,weekday,day,month,year,firstday,USDJPYreturn,EURUSDreturn,GBPJPYreturn
09/11/1991,134.95,1.1409,233.868,4,11,9,1991,0,0.0007415647,-0.003319647,0.0018978259
09/12/1991,134.06,1.1442,232.259,5,12,9,1991,0,-0.006595035,0.0028924533,-0.006879949
09/13/1991,133.98,,231.718,6,13,9,1991,0,-0.000596748,,-0.002329296
09/16/1991,133.65,1.1533,232.284,2,16,9,1991,0,-0.002463054,,0.0024426242
09/17/1991,133.82,1.1522,233.248,3,17,9,1991,0,0.001271979,-0.000953785,0.0041500921
09/18/1991,134.17,1.1421,232.047,4,18,9,1991,0,0.0026154536,-0.008765839,-0.005149026
09/19/1991,134.5,1.1654,231.273,5,19,9,1991,0,0.0024595662,0.0204010157,-0.003335531
09/20/1991,134.37,,232.595,6,20,9,1991,0,-0.000966543,,0.0057161882
09/23/1991,133.05,1.1636,231.906,2,23,9,1991,0,-0.009823621,,-0.00296223
09/24/1991,133.08,1.1697,230.495,3,24,9,1991,0,0.0002254791,0.0052423513,-0.006084362
09/25/1991,133.3,1.1805,230.809,4,25,9,1991,0,0.001653141,0.0092331367,0.0013622855
09/26/1991,133.67,1.1925,230.501,5,26,9,1991,0,0.0027756939,0.0101651842,-0.001334437
09/27/1991,133.4,,232.61,6,27,9,1991,0,-0.0020199,,0.0091496349
09/30/1991,132.85,1.1909,232.62,2,30,9,1991,0,-0.004122939,,0.0000429904
10/01/1991,133.2,1.2051,232.834,3,1,10,1991,1,0.0026345502,0.0119237551,0.0009199553
10/02/1991,132.68,1.1939,232.203,4,2,10,1991,0,-0.003903904,-0.009293835,-0.002710085
10/03/1991,130.77,1.2031,229.109,5,3,10,1991,0,-0.014395538,0.007705838,-0.013324548
10/04/1991,130.03,,225.68,6,4,10,1991,0,-0.00565879,,-0.014966675
10/07/1991,129.3,1.1955,224.206,2,7,10,1991,0,-0.005614089,,-0.006531372
10/08/1991,130.1,1.197,221.625,3,8,10,1991,0,0.0061871616,0.0012547051,-0.011511735
10/09/1991,130.25,1.1929,223.965,4,9,10,1991,0,0.0011529593,-0.00342523,0.0105583756
10/10/1991,130.35,1.1999,223.55,5,10,10,1991,0,0.0007677543,0.0058680526,-0.001852968
10/11/1991,129.73,,223.655,6,11,10,1991,0,-0.004756425,,0.0004696936
10/14/1991,129.4,1.2212,221.766,2,14,10,1991,0,-0.002543745,,-0.008446044
10/15/1991,130.22,1.2171,221.634,3,15,10,1991,0,0.0063369397,-0.003357353,-0.000595222
10/16/1991,130.02,1.2157,221.879,4,16,10,1991,0,-0.001535862,-0.001150275,0.0011054261
10/17/1991,129.83,1.2101,223.178,5,17,10,1991,0,-0.001461314,-0.0046064,0.0058545423
10/18/1991,129.77,,224.139,6,18,10,1991,0,-0.000462143,,0.00430598
10/21/1991,130.73,1.2054,224.529,2,21,10,1991,0,0.0073977036,,0.0017399917
10/22/1991,131.2,1.2028,224.352,3,22,10,1991,0,0.0035951962,-0.00215696,-0.000788317
10/23/1991,131.55,1.2051,223.49,4,23,10,1991,0,0.0026676829,0.0019122049,-0.003842177
10/24/1991,131.18,1.1868,224.515,5,24,10,1991,0,-0.002812619,-0.015185462,0.004586335
10/25/1991,131.4,,225.022,6,25,10,1991,0,0.0016770849,,0.002258201
10/28/1991,132.25,1.1621,224.098,2,28,10,1991,0,0.0064687976,,-0.004106265
10/29/1991,130.75,1.1885,225.779,3,29,10,1991,0,-0.011342155,0.0227174942,0.0075011825
10/30/1991,131.08,1.2067,228.617,4,30,10,1991,0,0.0025239006,0.0153134203,0.0125698138
10/31/1991,130.6,1.195,227.14,5,31,10,1991,0,-0.003661886,-0.009695865,-0.006460587
11/01/1991,130.3,,230.37,6,1,11,1991,1,-0.00229709,,0.0142203047
11/04/1991,128.9,1.2012,228.991,2,4,11,1991,0,-0.010744436,,-0.005986022
11/05/1991,129.8,1.2031,230.2,3,5,11,1991,0,0.0069821567,0.0015817516,0.0052796835
11/06/1991,129.9,1.1946,230.248,4,6,11,1991,0,0.000770416,-0.007065082,0.0002085143
11/07/1991,129.7,,229.699,5,7,11,1991,0,-0.001539646,,-0.002384386
11/08/1991,130.32,1.1976,229.989,6,8,11,1991,0,0.0047802621,,0.0012625218
11/11/1991,129.91,1.2038,230.451,2,11,11,1991,0,-0.003146102,0.0051770207,0.0020087917
11/12/1991,129.65,1.2028,229.558,3,12,11,1991,0,-0.002001386,-0.000830703,-0.00387501
11/13/1991,130.12,1.2037,230.924,4,13,11,1991,0,0.0036251446,0.0007482541,0.0059505659
11/14/1991,129.87,,230.74,5,14,11,1991,0,-0.001921303,,-0.000796799
11/15/1991,130.05,1.2276,232.464,6,15,11,1991,0,0.0013860014,,0.0074716131
11/18/1991,129.3,1.2297,231.512,2,18,11,1991,0,-0.005767013,0.0017106549,-0.004095258
11/19/1991,129.95,1.2384,234.443,3,19,11,1991,0,0.0050270688,0.0070748963,0.0126602509
11/20/1991,129.77,1.2419,233.158,4,20,11,1991,0,-0.001385148,0.0028262274,-0.005481076
11/21/1991,129.62,,232.123,5,21,11,1991,0,-0.001155891,,-0.00443905
11/22/1991,129.53,1.2477,232.83,6,22,11,1991,0,-0.000694337,,0.003045799
11/25/1991,127.77,1.2402,229.309,2,25,11,1991,0,-0.013587586,-0.00601106,-0.015122622
11/26/1991,128.1,1.2376,226.494,3,26,11,1991,0,0.0025827659,-0.002096436,-0.012276012
11/27/1991,130.28,1.2347,230.53,4,27,11,1991,0,0.0170179547,-0.002343245,0.0178194566
11/28/1991,129.9,,229.728,5,28,11,1991,0,-0.002916795,,-0.00347894
11/29/1991,130.08,1.2498,229.968,6,29,11,1991,0,0.0013856813,,0.0010447137
12/02/1991,129.95,1.2404,230.336,2,2,12,1991,1,-0.000999385,-0.007521203,0.0016002226
12/03/1991,129.55,1.2429,230.081,3,3,12,1991,0,-0.003078107,0.0020154789,-0.001107078
12/04/1991,129.55,1.2416,231.376,4,4,12,1991,0,0,-0.001045941,0.0056284526
12/05/1991,128.77,,231.567,5,5,12,1991,0,-0.006020841,,0.0008254962
12/06/1991,128.2,1.2544,232.939,6,6,12,1991,0,-0.004426497,,0.0059248511
12/09/1991,128.4,1.2558,232.828,2,9,12,1991,0,0.0015600624,0.0011160714,-0.00047652
12/10/1991,128.7,1.2531,232.561,3,10,12,1991,0,0.0023364486,-0.002150024,-0.001146769
12/11/1991,129.15,1.2458,233.503,4,11,12,1991,0,0.0034965035,-0.005825553,0.0040505502
12/12/1991,129.24,,233.601,5,12,12,1991,0,0.0006968641,,0.0004196948
12/13/1991,128.8,1.2429,233.823,6,13,12,1991,0,-0.003404519,,0.0009503384
12/16/1991,128.47,1.2287,234.458,2,16,12,1991,0,-0.002562112,-0.011424893,0.0027157294
12/17/1991,128.6,1.2343,235.081,3,17,12,1991,0,0.0010119094,0.0045576626,0.0026571923
12/18/1991,128.45,1.2335,234.845,4,18,12,1991,0,-0.001166407,-0.000648141,-0.001003909
12/19/1991,128.33,,235.806,5,19,12,1991,0,-0.000934216,,0.0040920607
12/20/1991,127.57,1.2321,237.114,6,20,12,1991,0,-0.005922232,,0.0055469326
12/23/1991,126.55,1.2247,238.104,2,23,12,1991,0,-0.00799561,-0.006006006,0.0041752069
12/24/1991,127.55,1.227,239.029,3,24,12,1991,0,0.007902015,0.0018780109,0.003884857
12/25/1991,127.02,1.2326,239.306,4,25,12,1991,0,-0.004155233,0.0045639772,0.0011588552
12/26/1991,126.78,,239.272,5,26,12,1991,0,-0.001889466,,-0.000142078
12/27/1991,125.57,1.2355,235.167,6,27,12,1991,0,-0.009544092,,-0.017156207
12/30/1991,125.75,1.2246,234.587,2,30,12,1991,0,0.0014334634,-0.008822339,-0.002466332
12/31/1991,124.9,1.2279,233.65,3,31,12,1991,0,-0.006759443,0.0026947575,-0.003994254
01/01/1992,124.9,1.2278,233.65,4,1,1,1992,1,0,-0.00008144,0
01/02/1992,124.5,,232.578,5,2,1,1992,0,-0.003202562,,-0.004588059
01/03/1992,124.8,1.2223,230.693,6,3,1,1992,0,0.0024096386,,-0.008104808
01/06/1992,124.1,1.2421,233.68,2,6,1,1992,0,-0.005608974,0.0161989692,0.0129479438
01/07/1992,124.4,1.2461,234.681,3,7,1,1992,0,0.0024174053,0.0032203526,0.0042836357
01/08/1992,124.9,1.2553,234.687,4,8,1,1992,0,0.0040192926,0.0073830351,0.0000255666
01/09/1992,125.4,,227.726,5,9,1,1992,0,0.0040032026,,-0.029660782
01/10/1992,127.05,1.275,229.885,6,10,1,1992,0,0.0131578947,,0.0094806917
01/13/1992,126.85,1.2713,228.467,2,13,1,1992,0,-0.001574183,-0.002901961,-0.006168302
01/14/1992,126.8,1.2747,226.04,3,14,1,1992,0,-0.000394166,0.0026744278,-0.010622978
01/15/1992,128.4,1.27,224.82,4,15,1,1992,0,0.0126182965,-0.003687142,-0.005397275
01/16/1992,128.28,,225.225,5,16,1,1992,0,-0.000934579,,0.0018014412
01/17/1992,127.45,1.2695,224.316,6,17,1,1992,0,-0.006470221,,-0.004035964
01/20/1992,123.97,1.2741,221.484,2,20,1,1992,0,-0.027304825,0.0036234738,-0.012625047
01/21/1992,123.2,1.2783,223.164,3,21,1,1992,0,-0.00621118,0.0032964445,0.007585198
01/22/1992,123.22,1.2707,222.767,4,22,1,1992,0,0.0001623377,-0.005945396,-0.001778961
01/23/1992,123.9,,222.37,5,23,1,1992,0,0.0055185846,,-0.001782131
01/24/1992,123.42,1.296,221.484,6,24,1,1992,0,-0.003874092,,-0.00398435
01/27/1992,125.4,1.2969,223.314,2,27,1,1992,0,0.0160427807,0.0006944444,0.0082624479
01/28/1992,125.62,1.3007,223.464,3,28,1,1992,0,0.001754386,0.002930064,0.0006716999
01/29/1992,125.45,1.3082,225.734,4,29,1,1992,0,-0.001353288,0.0057661259,0.0101582358
01/30/1992,126,,225.428,5,30,1,1992,0,0.0043842168,,-0.001355578
01/31/1992,125.55,1.3103,224.669,6,31,1,1992,0,-0.003571429,,-0.003366929
02/03/1992,125.95,1.2868,226.809,2,3,2,1992,1,0.0031859817,-0.017934824,0.0095251236
02/04/1992,126.15,1.2855,227.221,3,4,2,1992,0,0.0015879317,-0.001010258,0.0018165064
02/05/1992,125.83,1.2767,227.428,4,5,2,1992,0,-0.002536663,-0.006845585,0.0009110073
02/06/1992,125.65,,229.043,5,6,2,1992,0,-0.001430501,,0.0071011485
02/07/1992,125.22,1.2923,230.309,6,7,2,1992,0,-0.003422205,,0.0055273464
02/10/1992,126.7,1.2868,230.362,2,10,2,1992,0,0.0118191982,-0.004255978,0.0002301256
02/11/1992,126.93,1.3041,229.043,3,11,2,1992,0,0.0018153118,0.0134442027,-0.005725771
02/12/1992,127.68,1.3193,228.728,4,12,2,1992,0,0.0059087686,0.0116555479,-0.001375288
02/13/1992,127.68,,226.376,5,13,2,1992,0,0,,-0.010282956
02/14/1992,127.93,1.3221,226.449,6,14,2,1992,0,0.0019580201,,0.0003224723
02/17/1992,127,1.3139,227.687,2,17,2,1992,0,-0.007269601,-0.006202254,0.0054670146
02/18/1992,128,1.3118,224.467,3,18,2,1992,0,0.0078740157,-0.001598295,-0.014142222
02/19/1992,128.4,1.3118,224.417,4,19,2,1992,0,0.003125,0,-0.00022275
02/20/1992,128.65,,225.175,5,20,2,1992,0,0.0019470405,,0.0033776407
02/21/1992,128.72,1.3191,224.568,6,21,2,1992,0,0.0005441119,,-0.002695681
02/24/1992,129.1,1.3221,225.632,2,24,2,1992,0,0.0029521442,0.0022742779,0.0047379858
02/25/1992,129.45,1.3321,225.887,3,25,2,1992,0,0.0027110767,0.0075637244,0.0011301588
02/26/1992,129.68,1.3514,225.785,4,26,2,1992,0,0.0017767478,0.0144884018,-0.000451553
02/27/1992,129.41,,226.552,5,27,2,1992,0,-0.002082048,,0.003397037
02/28/1992,129.15,1.3672,227.687,6,28,2,1992,0,-0.002009118,,0.0050098874
03/02/1992,129.63,1.3682,227.324,2,2,3,1992,1,0.0037166086,0.0007314219,-0.001594294
03/03/1992,130.84,,227.739,3,3,3,1992,0,0.009334259,,0.0018255881
03/04/1992,132.11,1.3669,227.376,4,4,3,1992,0,0.0097065118,,-0.00159393
03/05/1992,131.85,1.3656,226.36,5,5,3,1992,0,-0.001968057,-0.000951057,-0.00446837
03/06/1992,131.76,1.3661,225.683,6,6,3,1992,0,-0.000682594,0.0003661394,-0.002990811
03/09/1992,131.92,,227.583,2,9,3,1992,0,0.0012143291,,0.0084188884
03/10/1992,132.88,1.3658,228.258,3,10,3,1992,0,0.0072771377,,0.0029659509
03/11/1992,133.45,1.371,228.311,4,11,3,1992,0,0.0042895846,0.0038072924,0.0002321934
03/12/1992,134.25,1.3702,230.84,5,12,3,1992,0,0.0059947546,-0.000583516,0.0110769959
03/13/1992,133.6,1.3506,228.363,6,13,3,1992,0,-0.004841713,-0.014304481,-0.010730376
03/16/1992,133.98,,230.627,2,16,3,1992,0,0.0028443114,,0.0099140404
03/17/1992,133.45,1.3182,230.203,3,17,3,1992,0,-0.003955814,,-0.001838466
03/18/1992,132.05,1.3229,228.728,4,18,3,1992,0,-0.010490821,0.0035654681,-0.006407388
03/19/1992,133.27,1.2803,228.519,5,19,3,1992,0,0.0092389246,-0.03220198,-0.000913749
03/20/1992,134.15,1.2825,228.415,6,20,3,1992,0,0.0066031365,0.0017183473,-0.000455104
03/23/1992,133.7,,229.358,2,23,3,1992,0,-0.003354454,,0.0041284504
03/24/1992,133.69,1.305,230.044,3,24,3,1992,0,-0.000074794,,0.0029909574
03/25/1992,133.35,1.3153,231.267,4,25,3,1992,0,-0.002543197,0.0078927203,0.0053163743
03/26/1992,133.95,1.3151,230.947,5,26,3,1992,0,0.0044994376,-0.000152057,-0.001383682
03/27/1992,133.12,1.3062,230.574,6,27,3,1992,0,-0.006196342,-0.006767546,-0.001615089
03/30/1992,133.06,,231.107,2,30,3,1992,0,-0.000450721,,0.0023116223
03/31/1992,132.92,1.2912,230.786,3,31,3,1992,0,-0.001052157,,-0.001388967
04/01/1992,134.5,1.3041,232.288,4,1,4,1992,1,0.0118868492,0.0099907063,0.0065081937
04/02/1992,133.83,1.3104,231.374,5,2,4,1992,0,-0.004981413,0.0048309179,-0.003934771
04/03/1992,133.25,1.2913,232.504,6,3,4,1992,0,-0.004333856,-0.014575702,0.0048838677
04/06/1992,132.72,,232.45,2,6,4,1992,0,-0.003977486,,-0.000232254
04/07/1992,133.28,1.3023,232.992,3,7,4,1992,0,0.0042194093,,0.0023316842
04/08/1992,132.6,1.3074,233.1,4,8,4,1992,0,-0.005102041,0.0039161484,0.0004635352
04/09/1992,132.23,1.3129,231.535,5,9,4,1992,0,-0.002790347,0.0042068227,-0.006713857
04/10/1992,132.9,1.3186,234.412,6,10,4,1992,0,0.0050669288,0.004341534,0.0124257672
04/13/1992,133.28,,234.577,2,13,4,1992,0,0.0028592927,,0.0007038889
04/14/1992,132.79,1.3263,234.852,3,14,4,1992,0,-0.003676471,,0.0011723229
04/15/1992,133.39,1.3115,234.412,4,15,4,1992,0,0.0045184125,-0.011158863,-0.00187352
04/16/1992,133.9,1.2958,232.937,5,16,4,1992,0,0.0038233751,-0.011971026,-0.00629234
04/17/1992,134,1.284,234.192,6,17,4,1992,0,0.000746826,-0.009106344,0.0053877229
04/20/1992,134.5,,234.302,2,20,4,1992,0,0.0037313433,,0.0004697001
04/21/1992,134.23,1.2842,234.907,3,21,4,1992,0,-0.002007435,,0.0025821376
04/22/1992,134.15,1.2645,236.518,4,22,4,1992,0,-0.000595992,-0.01534029,0.0068580332
04/23/1992,134.53,1.2687,237.925,5,23,4,1992,0,0.00283265,0.0033214709,0.0059488073
04/24/1992,134.53,1.2625,237.982,6,24,4,1992,0,0,-0.004886892,0.0002395713
04/27/1992,133.13,,238.435,2,27,4,1992,0,-0.010406601,,0.0019035053
04/28/1992,133.33,1.2623,236.686,3,28,4,1992,0,0.001502291,,-0.007335332
04/29/1992,133.5,1.2752,236.518,4,29,4,1992,0,0.0012750319,0.0102194407,-0.000709801
04/30/1992,133.3,1.2614,236.798,5,30,4,1992,0,-0.001498127,-0.010821832,0.0011838422
05/01/1992,132.75,1.2694,238.095,6,1,5,1992,1,-0.004126032,0.0063421595,0.0054772422
05/04/1992,132.7,,236.854,2,4,5,1992,0,-0.000376648,,-0.005212205
05/05/1992,133.07,1.2671,237.473,3,5,5,1992,0,0.0027882442,,0.0026134243
05/06/1992,132.5,1.2591,236.966,4,6,5,1992,0,-0.00428346,-0.00631363,-0.00213498
05/07/1992,132.7,1.2503,237.248,5,7,5,1992,0,0.001509434,-0.006989119,0.0011900441
05/08/1992,133.4,1.2475,238.891,6,8,5,1992,0,0.0052750565,-0.002239463,0.0069252428
05/11/1992,133.17,,238.663,2,11,5,1992,0,-0.001724138,,-0.00095441
05/12/1992,130.5,1.2533,238.49,3,12,5,1992,0,-0.020049561,,-0.000724871
05/13/1992,130.4,1.2491,237.247,4,13,5,1992,0,-0.000766284,-0.003351153,-0.005211959
05/14/1992,130.2,1.2528,237.079,5,14,5,1992,0,-0.001533742,0.0029621327,-0.000708123
05/15/1992,130.25,1.2439,236.239,6,15,5,1992,0,0.0003840246,-0.007104087,-0.003543123
05/18/1992,128.8,,237.079,2,18,5,1992,0,-0.011132438,,0.0035557211
05/19/1992,129.1,1.2516,237.416,3,19,5,1992,0,0.0023291925,,0.0014214671
05/20/1992,129.58,1.2622,235.905,4,20,5,1992,0,0.003718048,0.0084691595,-0.006364356
05/21/1992,130.25,1.262,236.63,5,21,5,1992,0,0.005170551,-0.000158453,0.003073271
05/22/1992,129.4,1.2483,235.515,6,22,5,1992,0,-0.006525912,-0.010855784,-0.004711998
05/25/1992,129.15,,234.632,2,25,5,1992,0,-0.001931994,,-0.00374923
05/26/1992,129.33,1.252,236.295,3,26,5,1992,0,0.0013937282,,0.0070876948
05/27/1992,129.95,1.2516,234.082,4,27,5,1992,0,0.004793938,-0.000319489,-0.009365412
05/28/1992,129.62,1.2595,233.481,5,28,5,1992,0,-0.002539438,0.0063119207,-0.002567476
05/29/1992,127.75,1.2575,233.481,6,29,5,1992,0,-0.014426786,-0.001587932,0
06/01/1992,127.45,,231.696,2,1,6,1992,1,-0.002348337,,-0.007645162
06/02/1992,127.53,1.2622,231.16,3,2,6,1992,0,0.0006276971,,-0.002313376
06/03/1992,127.8,1.2647,231.965,4,3,6,1992,0,0.0021171489,0.0019806687,0.0034824364
06/04/1992,127.57,1.2595,231.803,5,4,6,1992,0,-0.001799687,-0.004111647,-0.000698381
06/05/1992,126.8,1.2653,232.99,6,5,6,1992,0,-0.006035902,0.004605002,0.0051207275
06/08/1992,127.2,,233.535,2,8,6,1992,0,0.0031545741,,0.0023391562
06/09/1992,127.55,1.2854,233.536,3,9,6,1992,0,0.0027515723,,4.2820134E-6
06/10/1992,127.65,1.2794,232.612,4,10,6,1992,0,0.0007840063,-0.004667808,-0.003956563
06/11/1992,126.75,1.2822,233.76,5,11,6,1992,0,-0.007050529,0.0021885259,0.004935257
06/12/1992,126.65,1.2745,234.23,6,12,6,1992,0,-0.000788955,-0.006005303,0.0020106092
06/15/1992,126.8,,235.49,2,15,6,1992,0,0.0011843664,,0.005379328
06/16/1992,126.7,1.2636,235.38,3,16,6,1992,0,-0.000788644,,-0.000467111
06/17/1992,127.05,1.2678,236.52,4,17,6,1992,0,0.0027624309,0.0033238367,0.0048432322
06/18/1992,126.65,1.2596,236.377,5,18,6,1992,0,-0.003148367,-0.006467897,-0.0006046
06/19/1992,126.93,1.2514,236.37,6,19,6,1992,0,0.0022108172,-0.006510003,-0.000029614
06/22/1992,127.1,1.2538,236.69,2,22,6,1992,0,0.0013393209,0.001917852,0.0013538097
06/23/1992,127.23,1.2536,237.05,3,23,6,1992,0,0.0010228167,-0.000159515,0.0015209768
06/24/1992,126.68,1.2566,237.73,4,24,6,1992,0,-0.00432288,0.0023931078,0.0028685931
06/25/1992,125.45,1.2634,237.57,5,25,6,1992,0,-0.009709504,0.0054114277,-0.000673032
06/26/1992,125.72,,238.01,6,26,6,1992,0,0.0021522519,,0.0018520857
06/29/1992,125.25,1.2617,239.52,2,29,6,1992,0,-0.003738466,,0.0063442712
06/30/1992,125.87,1.2612,239.36,3,30,6,1992,0,0.0049500998,-0.000396291,-0.000668003
07/01/1992,124.92,1.2615,239,4,1,7,1992,1,-0.00754747,0.0002378687,-0.001504011
07/02/1992,124.6,1.271,239.52,5,2,7,1992,0,-0.002561639,0.0075307174,0.0021757322
07/03/1992,124.8,,238.34,6,3,7,1992,0,0.0016051364,,-0.00492652
07/06/1992,124.55,1.2785,237.51,2,6,7,1992,0,-0.002003205,,-0.00348242
07/07/1992,124.42,1.2768,240.03,3,7,7,1992,0,-0.001043758,-0.001329683,0.0106100796
07/08/1992,124.85,1.2686,239.88,4,8,7,1992,0,0.003456036,-0.006422306,-0.000624922
07/09/1992,125.8,,238.86,5,9,7,1992,0,0.007609131,,-0.004252126
07/10/1992,125.4,1.2737,240.79,6,10,7,1992,0,-0.00317965,,0.0080800469
07/13/1992,124.95,1.2885,241.01,2,13,7,1992,0,-0.003588517,0.0116196907,0.0009136592
07/14/1992,125.3,1.2953,240.19,3,14,7,1992,0,0.0028011204,0.0052774544,-0.003402348
07/15/1992,125,1.3006,240.48,4,15,7,1992,0,-0.002394254,0.0040917162,0.0012073775
07/16/1992,125.45,,243.02,5,16,7,1992,0,0.0036,,0.0105622089
07/17/1992,124.55,1.3099,242.77,6,17,7,1992,0,-0.007174173,,-0.001028722
07/20/1992,125.25,1.3062,239.3,2,20,7,1992,0,0.0056202328,-0.002824643,-0.014293364
07/21/1992,125.3,1.295,239.04,3,21,7,1992,0,0.0003992016,-0.008574491,-0.001086502
07/22/1992,126.9,1.2922,241.46,4,22,7,1992,0,0.0127693536,-0.002162162,0.0101238286
07/23/1992,126.63,,242.75,5,23,7,1992,0,-0.00212766,,0.0053424998
07/24/1992,128.1,1.2974,242.62,6,24,7,1992,0,0.0116086235,,-0.00053553
07/27/1992,127.55,1.2844,244.83,2,27,7,1992,0,-0.004293521,-0.01002004,0.0091088946
07/28/1992,127.39,1.3029,245.98,3,28,7,1992,0,-0.00125441,0.0144036126,0.0046971368
07/29/1992,127.83,,245.67,4,29,7,1992,0,0.0034539603,,-0.001260265
07/30/1992,127.55,1.2989,245.73,5,30,7,1992,0,-0.002190409,,0.0002442301
07/31/1992,127.2,1.3011,245.18,6,31,7,1992,0,-0.002744022,0.0016937409,-0.002238229
08/03/1992,127.18,1.304,244.66,2,3,8,1992,1,-0.000157233,0.0022288833,-0.002120891
08/04/1992,127.25,1.3127,244.27,3,4,8,1992,0,0.000550401,0.0066717791,-0.001594049
08/05/1992,127.6,,242.85,4,5,8,1992,0,0.0027504912,,-0.005813239
08/06/1992,127.7,1.3111,244.6,5,6,8,1992,0,0.0007836991,,0.0072060943
08/07/1992,127.48,1.3117,246.25,6,7,8,1992,0,-0.001722788,0.000457631,0.0067457073
08/10/1992,127.92,1.3214,247,2,10,8,1992,0,0.0034515218,0.0073949836,0.0030456853
08/11/1992,128,1.3226,246.75,3,11,8,1992,0,0.0006253909,0.0009081277,-0.001012146
08/12/1992,127.27,,245.76,4,12,8,1992,0,-0.005703125,,-0.004012158
08/13/1992,126.37,1.3287,245.17,5,13,8,1992,0,-0.00707158,,-0.002400716
08/14/1992,126.05,1.3282,242.19,6,14,8,1992,0,-0.002532247,-0.000376308,-0.012154831
08/17/1992,125.69,1.3326,241.917,2,17,8,1992,0,-0.00285601,0.0033127541,-0.001127214
08/18/1992,126.17,1.3305,243.769,3,18,8,1992,0,0.0038189196,-0.001575867,0.0076555182
08/19/1992,126.53,,244.97,4,19,8,1992,0,0.0028532932,,0.0049267954
08/20/1992,126.5,1.3314,245.4,5,20,8,1992,0,-0.000237098,,0.001755317
08/21/1992,125.73,1.3323,246.38,6,21,8,1992,0,-0.006086957,0.0006759802,0.00399348
08/24/1992,124.53,1.355,248.14,2,24,8,1992,0,-0.009544262,0.0170382046,0.007143437
08/25/1992,124.51,1.3585,247.872,3,25,8,1992,0,-0.000160604,0.0025830258,-0.001080035
08/26/1992,124.82,,248.1,4,26,8,1992,0,0.0024897599,,0.0009198296
08/27/1992,124.78,1.3738,247.08,5,27,8,1992,0,-0.000320461,,-0.004111245
08/28/1992,123.3,1.3695,244.38,6,28,8,1992,0,-0.011860875,-0.003130004,-0.010927635
08/31/1992,123.08,1.378,244.74,2,31,8,1992,0,-0.001784266,0.0062066448,0.0014731156
09/01/1992,122.88,1.3733,246.08,3,1,9,1992,1,-0.001624959,-0.00341074,0.0054751982
09/02/1992,123.12,,246.7,4,2,9,1992,0,0.001953125,,0.0025195059
09/03/1992,124.15,1.378,246.26,5,3,9,1992,0,0.008365822,,-0.001783543
09/04/1992,123.14,1.3901,245.96,6,4,9,1992,0,-0.00813532,0.0087808418,-0.001218225
09/07/1992,123.5,1.3831,246.3,2,7,9,1992,0,0.0029235017,-0.005035609,0.0013823386
09/08/1992,122.87,1.392,246.49,3,8,9,1992,0,-0.005101215,0.0064348203,0.000771417
09/09/1992,123.37,,243.25,4,9,9,1992,0,0.0040693416,,-0.013144549
09/10/1992,123,1.4061,242.78,5,10,9,1992,0,-0.002999108,,-0.001932169
09/11/1992,124.31,1.4008,239.04,6,11,9,1992,0,0.0106504065,-0.003769291,-0.015404893
09/14/1992,124.48,1.4098,235.06,2,14,9,1992,0,0.0013675489,0.0064249001,-0.016649933
09/15/1992,124.34,1.4219,231.289,3,15,9,1992,0,-0.001124679,0.0085827777,-0.016042712
09/16/1992,125.5,,224.02,4,16,9,1992,0,0.0093292585,,-0.031428213
09/17/1992,124.4,1.4015,221.42,5,17,9,1992,0,-0.00876494,,-0.011606107
09/18/1992,124.48,1.397,215.43,6,18,9,1992,0,0.0006430868,-0.003210846,-0.02705266
09/21/1992,123.73,1.4004,211.33,2,21,9,1992,0,-0.006025064,0.0024337867,-0.019031704
09/22/1992,121.04,1.3872,205.68,3,22,9,1992,0,-0.021740887,-0.009425878,-0.026735437
09/23/1992,120.07,,205.095,4,23,9,1992,0,-0.00801388,,-0.002844224
09/24/1992,120.49,1.4043,205.67,5,24,9,1992,0,0.0034979595,,0.0028035788
09/25/1992,120.71,1.4108,206.73,6,25,9,1992,0,0.0018258777,0.0046286406,0.0051538873
09/28/1992,119.71,1.4041,207.07,2,28,9,1992,0,-0.008284318,-0.004749079,0.0016446573
09/29/1992,119.31,1.412,212.4,3,29,9,1992,0,-0.003341408,0.0056263799,0.0257400879
09/30/1992,120.07,,213.39,4,30,9,1992,0,0.0063699606,,0.0046610169
10/01/1992,119.87,1.4098,207.79,5,1,10,1992,1,-0.001665695,,-0.026243029
10/02/1992,119.35,1.4124,206.74,6,2,10,1992,0,-0.004338033,0.0018442332,-0.005053179
10/05/1992,119.78,1.4049,203.98,2,5,10,1992,0,0.0036028488,-0.00531011,-0.013350102
10/06/1992,119.74,1.419,204.86,3,6,10,1992,0,-0.000333946,0.0100363015,0.0043141484
10/07/1992,120.45,,206.28,4,7,10,1992,0,0.0059295139,,0.006931563
10/08/1992,122.05,1.4184,205.28,5,8,10,1992,0,0.0132835201,,-0.00484778
10/09/1992,121.84,1.4134,206.72,6,9,10,1992,0,-0.001720606,-0.003525099,0.007014809
10/12/1992,120.75,1.4243,206.59,2,12,10,1992,0,-0.008946159,0.0077119004,-0.00062887
10/13/1992,121.38,1.4158,208.43,3,13,10,1992,0,0.0052173913,-0.005967844,0.0089065298
10/14/1992,121.14,,206.79,4,14,10,1992,0,-0.001977261,,-0.007868349
10/15/1992,120.23,1.4209,203.74,5,15,10,1992,0,-0.00751197,,-0.014749263
