Date,Price USDJPY,Price EURUSD,Price GBPJPY
5/2/1997,126.7,1.1357,205.57
5/1/1997,126.55,1.134,206.24
4/30/1997,127.1,1.1308,206.33
4/29/1997,126.85,1.1378,206.96
4/28/1997,126.87,,205.97
,,1.1371,
4/25/1997,126.46,1.141,205.09
4/24/1997,126.18,1.1392,205.12
4/23/1997,126.08,1.145,204.72
4/22/1997,126.33,1.1457,206.41
4/21/1997,125.39,,205.14
,,1.1677,
4/18/1997,125.85,1.1726,205.58
4/17/1997,125.95,1.1708,205.29
4/16/1997,125.88,1.1708,204.44
4/15/1997,126.05,,205.25
4/14/1997,126.57,1.1654,205.05
,,1.1555,
4/11/1997,125.88,1.1551,204.89
4/10/1997,125.71,1.157,204.08
4/9/1997,126.86,,205.49
4/8/1997,126.35,1.1601,205.27
4/7/1997,125.72,1.1574,204.53
,,1.1612,
4/4/1997,124.29,1.1625,203.16
4/3/1997,122.63,1.1551,201.8
4/2/1997,122.9,,202.19
4/1/1997,121.93,1.1501,201.15
3/31/1997,123.8,1.1492,202.68
,,1.1486,
3/28/1997,123.94,1.1469,202.37
3/27/1997,123.68,1.1481,201.94
3/26/1997,124.05,,202.22
3/25/1997,123.65,1.1386,200.11
3/24/1997,123.01,1.1386,199.23
,,1.1422,
3/21/1997,122.65,1.1436,196.85
3/20/1997,123.73,1.1534,197.05
3/19/1997,122.73,,196.03
3/18/1997,122.51,1.1573,194.75
3/17/1997,123.8,1.1574,196.6
,,1.1582,
3/14/1997,123.53,1.167,197.7
3/13/1997,123.48,1.1718,196.93
3/12/1997,122.25,,195.43
3/11/1997,121.86,1.1627,195.85
3/10/1997,121.65,1.1584,195.15
,,1.1539,
3/7/1997,121.95,1.1565,195.71
3/6/1997,121.05,1.1523,195.63
3/5/1997,121.23,,195.66
3/4/1997,122.15,1.161,197.21
3/3/1997,121.27,1.1612,195.95
,,1.1646,
2/28/1997,120.38,1.1727,195.97
2/27/1997,120.68,1.1829,196.06
2/26/1997,122.18,,199.63
2/25/1997,121.55,1.1725,198.79
2/24/1997,122.24,1.1871,199.78
,,1.1877,
2/21/1997,122.96,1.1922,199.43
2/20/1997,122.51,1.1906,197.65
2/19/1997,124.55,,201.4
2/18/1997,124.04,1.1966,199.36
2/17/1997,124.55,1.1955,201.11
,,1.1926,
2/14/1997,124.28,1.1878,201.73
2/13/1997,124.25,1.198,201.62
2/12/1997,124.3,,202.74
2/11/1997,123.47,1.2057,202.06
2/10/1997,122.85,1.1969,201.56
,,1.197,
2/7/1997,123.2,1.2092,200.53
2/6/1997,123.89,1.2107,202.6
2/5/1997,123.54,,203.05
2/4/1997,122.48,1.2192,198.54
2/3/1997,121.7,1.2334,197.09
,,1.2356,
1/31/1997,121.3,1.2323,194.37
1/30/1997,121.86,1.2367,196.64
1/29/1997,122.07,,197.44
1/28/1997,121.03,1.2396,195.71
1/27/1997,119.58,1.2447,194.07
,,1.247,
1/24/1997,118.9,1.2547,193.65
1/23/1997,119.13,1.2516,194.4
1/22/1997,118.92,,194.56
1/21/1997,117.99,1.2577,196.35
1/20/1997,117.97,1.2713,196.53
,,1.2716,
1/17/1997,117.39,1.259,195.75
1/16/1997,116.58,,195.82
1/15/1997,116.73,1.2598,196.53
1/14/1997,117.18,1.2593,195.65
1/13/1997,116.48,1.2609,195.09
,,,
1/10/1997,116.16,1.2606,195.11
1/9/1997,116.37,1.2558,197.88
1/8/1997,115.85,1.2599,195.5
1/7/1997,115.25,1.267,195.3
1/6/1997,115.75,1.2609,196.3
,,,
1/3/1997,116.44,1.266,196.46
1/2/1997,115.68,1.267,195.94
1/1/1997,115.89,1.2694,198.34
12/31/1996,115.7,1.2598,198.82
12/30/1996,116.21,1.2582,196.57
,,,
12/27/1996,115.3,1.2705,195.09
12/26/1996,114.85,1.259,192.33
12/25/1996,114.69,1.2535,191.86
12/24/1996,114.5,1.2506,191.57
12/23/1996,114.09,1.2689,191.35
,,,
12/20/1996,114.3,1.2721,191.09
12/19/1996,114.1,1.277,189.95
12/18/1996,113.59,1.2812,190.26
12/17/1996,113.85,1.2793,190.31
12/16/1996,113.82,1.2873,189.83
,,,
12/13/1996,113.9,1.2996,189.075
12/12/1996,113.15,1.3023,188.09
12/11/1996,112.78,1.3041,187.385
12/10/1996,113.34,1.2982,187.155
12/9/1996,113.48,1.2992,186.775
,,,
12/6/1996,112.98,1.2938,185.605
12/5/1996,112.25,1.2933,183.24
12/4/1996,113.02,1.295,185.385
12/3/1996,113.35,1.3007,185.255
12/2/1996,114.57,1.3006,192.355
,,,
11/29/1996,113.85,1.295,191.455
11/28/1996,113.69,1.2942,190.955
11/27/1996,113.2,1.2873,190.055
11/26/1996,112.45,1.287,188.475
11/25/1996,112.58,1.2898,188.11
,,,
11/22/1996,111.5,1.287,187.105
11/21/1996,111.24,1.2907,187.97
11/20/1996,111.5,1.2947,187.115
11/19/1996,111.64,1.2923,186.93
11/18/1996,111.45,1.2849,186.265
,,,
11/15/1996,111.1,1.2821,184.895
11/14/1996,111.6,1.2819,185.285
11/13/1996,111.84,1.2811,184.865
11/12/1996,111.52,1.2726,183.485
11/11/1996,111.08,1.2716,183.19
,,,
11/8/1996,111.77,1.267,183.695
11/7/1996,112.13,1.2657,184.245
11/6/1996,113.88,1.27,186.975
11/5/1996,114.26,1.2692,188.045
11/4/1996,113.82,1.2771,187.545
,,,
11/1/1996,113.35,1.2762,185.285
10/31/1996,114.07,1.2771,185.365
10/30/1996,114.13,1.2785,186.095
10/29/1996,114.27,1.2803,183.895
10/28/1996,114.28,1.2778,183.875
,,,
10/25/1996,113.36,1.2773,181.94
10/24/1996,112.86,1.2773,179.65
10/23/1996,112.93,1.2799,180.565
10/22/1996,112.37,1.2799,179.89
10/21/1996,112.73,1.2804,179.5
,,,
10/18/1996,112.48,1.2812,178.665
10/17/1996,112.23,1.283,177.995
10/16/1996,112.28,1.292,177.7
10/15/1996,112.27,1.2888,178.04
10/14/1996,111.67,1.2887,176.51
,,,
10/11/1996,111.57,1.287,175.81
10/10/1996,111.18,1.2863,174.14
10/9/1996,111.58,1.2903,174.64
10/8/1996,111.69,1.2867,174.46
10/7/1996,111.13,1.2895,173.76
,,,
10/4/1996,111.86,1.286,175.14
10/3/1996,111.43,1.2867,174.45
10/2/1996,111.88,1.2887,175.15
10/1/1996,111.43,1.2905,174.38
9/30/1996,111.39,1.3036,174.31
,,,
9/27/1996,110.86,1.3055,173.38
9/26/1996,110.68,1.3077,172.81
9/25/1996,110.39,1.3091,172.37
9/24/1996,109.22,1.3077,170.94
9/23/1996,109.97,1.3058,171.15
,,,
9/20/1996,110.01,1.3129,171.12
9/19/1996,109.44,1.3101,170.02
9/18/1996,109.17,1.3137,170.37
9/17/1996,110.28,1.3127,171.52
9/16/1996,110.19,,171.53
,,1.3058,
9/13/1996,110.45,1.2992,171.85
9/12/1996,110.18,1.3094,171.42
9/11/1996,110.26,1.3036,171.32
9/10/1996,109.73,1.3041,170.8
9/9/1996,109.25,,170.12
,,1.3004,
9/6/1996,109.23,1.3065,170.34
9/5/1996,109.24,1.3074,171.02
9/4/1996,108.83,1.3118,170.51
9/3/1996,109.26,1.313,171.13
9/2/1996,109.16,,170.24
,,1.3106,
8/30/1996,108.9,1.3069,170.22
8/29/1996,108.38,1.3075,168.83
8/28/1996,108.45,1.3079,169.1
8/27/1996,107.71,1.3104,167.36
8/26/1996,107.71,,167.78
,,1.313,
8/23/1996,108.13,1.3165,168.3
8/22/1996,108.3,1.316,167.94
8/21/1996,108.48,1.3118,168.2
8/20/1996,108.33,1.3099,167.78
8/19/1996,107.83,,166.65
,,1.3096,
8/16/1996,107.73,1.3135,166.76
8/15/1996,107.85,1.3067,167.39
8/14/1996,108.12,1.3057,167.49
8/13/1996,107.67,1.3096,166.63
8/12/1996,107.68,,167
,,1.3067,
8/9/1996,108.23,1.3028,167.86
8/8/1996,108.27,1.3072,167.79
8/7/1996,108.02,1.3031,166.7
8/6/1996,106.82,1.2817,164.37
8/5/1996,106.56,,164.71
,,1.2803,
8/2/1996,106.81,1.2809,164.72
8/1/1996,107.1,1.2783,166.27
7/31/1996,106.82,1.2793,166.26
7/30/1996,107.96,1.2762,168.09
7/29/1996,108.19,,168.52
,,1.2767,
7/26/1996,108.34,1.2806,168.45
7/25/1996,108.24,1.2785,168.59
7/24/1996,108.43,1.2771,168.45
7/23/1996,107.83,1.2798,167.35
7/22/1996,107.45,,166.67
,,1.2809,
7/19/1996,107.82,1.2807,166.53
7/18/1996,108.39,1.2762,167.43
7/17/1996,108.66,1.2736,168.25
7/16/1996,109.36,1.2729,170.5
7/15/1996,110.26,,171.16
,,1.2749,
7/12/1996,110.91,1.2785,171.96
7/11/1996,110.28,1.2809,171.295
7/10/1996,110.4,1.284,170.765
7/9/1996,110.44,1.2825,170.97
7/8/1996,110.82,,172.185
,,1.2771,
7/5/1996,110.81,1.2681,172.21
7/4/1996,110.4,1.2678,172.015
7/3/1996,110.3,1.2682,171.89
7/2/1996,110.34,1.2684,171.775
7/1/1996,109.68,,170.76
,,1.2694,
6/28/1996,109.73,1.2723,170.1
6/27/1996,109.1,1.2732,169.21
6/26/1996,109.58,1.2721,168.64
6/25/1996,108.92,1.2762,167.7
6/24/1996,108.92,,167.91
,,1.2755,
6/21/1996,109.16,1.2713,167.74
6/20/1996,108.19,1.2622,166.42
6/19/1996,108.01,1.2606,166.79
6/18/1996,107.8,,166.57
6/17/1996,109.04,1.2649,168.39
,,1.2653,
6/14/1996,109.23,1.2666,167.25
6/13/1996,108.69,1.2652,166.85
6/12/1996,108.95,1.2703,167.94
6/11/1996,109.53,,168.26
6/10/1996,109.06,1.2763,167.39
,,1.2682,
6/7/1996,109.31,1.2705,168.2
6/6/1996,109.15,1.2692,168.28
6/5/1996,109.08,1.2715,168.635
6/4/1996,108.82,,169.065
6/3/1996,108.45,1.275,168.35
,,1.2806,
5/31/1996,108.08,1.2811,167.45
5/30/1996,107.76,1.2789,165.13
5/29/1996,108.13,,165.48
5/28/1996,108.85,1.2739,164.53
5/27/1996,107.85,1.2703,163.263
,,1.2695,
5/24/1996,107.9,1.2684,162.995
5/23/1996,106.91,1.2788,161.41
5/22/1996,107.17,,161.53
5/21/1996,107.18,1.2739,161.82
5/20/1996,107.1,1.2739,161.99
,,1.2793,
5/17/1996,106.8,1.2819,161.75
5/16/1996,106.56,1.2835,161.435
5/15/1996,106.89,,161.73
5/14/1996,105.85,1.2873,160.41
5/13/1996,105,1.2834,159.035
,,1.2855,
5/10/1996,105.56,1.2844,160.28
5/9/1996,104.6,1.284,159.585
5/8/1996,105.1,,160.41
5/7/1996,105.24,1.2885,158.86
5/6/1996,104.85,1.2908,158.135
,,1.292,
5/3/1996,105.15,1.2963,158.37
5/2/1996,104.39,,156.94
5/1/1996,105.35,1.3062,157.17
4/30/1996,105.13,1.3067,157.925
4/29/1996,104.95,1.304,157.745
,,1.3028,
4/26/1996,105.45,,159.5
4/25/1996,106.76,1.3072,160.695
4/24/1996,106.53,1.305,161.585
4/23/1996,106.76,1.298,161.905
4/22/1996,106.74,1.3067,161.15
,,1.3065,
4/19/1996,107.37,,162.495
4/18/1996,106.74,1.3072,162.11
4/17/1996,108.19,1.3072,163.445
4/16/1996,108.13,1.3069,162.9
4/15/1996,108.53,1.308,163.655
,,1.3082,
4/12/1996,108.73,,164.17
4/11/1996,108.6,1.3058,164.03
4/10/1996,108.33,1.3099,163.66
4/9/1996,108.32,1.3111,164.68
4/8/1996,107.75,1.3046,164.955
,,1.3024,
4/5/1996,107.65,,164.955
4/4/1996,107.1,1.3012,163.79
4/3/1996,106.91,1.306,162.97
4/2/1996,107.63,1.3079,163.81
4/1/1996,107.58,1.3058,163.91
,,1.3072,
3/29/1996,107.26,,163.61
3/28/1996,106.28,1.307,161.94
3/27/1996,106.67,1.3123,161.81
3/26/1996,106.49,1.3194,162.205
3/25/1996,106.15,1.3254,161.36
,,1.3284,
3/22/1996,106.75,,163.98
3/21/1996,106.85,1.3256,163.875
3/20/1996,106.45,1.3231,163.65
3/19/1996,106.16,1.3228,162.87
3/18/1996,106.07,1.3189,162.49
,,1.3277,
3/15/1996,105.88,,161.53
3/14/1996,105.44,1.3141,160.83
3/13/1996,105.2,1.3057,160.29
3/12/1996,105.19,1.3084,160.49
3/11/1996,105.53,1.3036,160.7
,,1.3074,
3/8/1996,105.69,,161.175
3/7/1996,105.29,1.3045,161.205
3/6/1996,105.46,1.304,161.09
3/5/1996,105.15,1.304,160.645
3/4/1996,105.25,1.3086,160.61
,,1.3098,
3/1/1996,105.28,,161.05
2/29/1996,105.23,1.2967,161.05
2/28/1996,104.82,1.292,159.98
2/27/1996,104.38,1.2943,160.555
2/26/1996,104.35,1.2913,160.64
,,1.2938,
2/23/1996,104.91,,161.32
2/22/1996,104.97,1.2893,162.21
2/21/1996,104.95,1.3012,162.15
2/20/1996,105.86,1.3002,163.3
2/19/1996,104.12,1.3028,160.775
,,1.3045,
2/16/1996,105.24,,162.905
2/15/1996,105.63,1.3024,163.215
2/14/1996,106.19,1.3104,163.96
2/13/1996,106.75,1.3146,164.02
2/12/1996,106.86,1.3201,163.47
,,1.3291,
2/9/1996,107.05,,164.17
2/8/1996,107.13,1.3332,164.18
2/7/1996,106.13,1.3351,163.04
2/6/1996,105.1,1.3351,162.385
2/5/1996,105.21,1.3312,161.565
,,1.333,
2/2/1996,106.38,,162.37
2/1/1996,106.74,1.3349,161.865
1/31/1996,107.05,1.3208,161.715
1/30/1996,107.36,1.3342,161.41
1/29/1996,106.7,1.3389,160.75
,,,
1/26/1996,106.6,1.3392,160.155
1/25/1996,107.1,1.3387,161.135
1/24/1996,107.08,1.3392,161.515
1/23/1996,105.97,,160.34
1/22/1996,105.78,1.3305,159.875
,,1.3303,
1/19/1996,105.36,1.327,159.26
1/18/1996,105.63,1.3316,160.715
1/17/1996,105.59,1.3341,160.705
1/16/1996,106.09,,162.56
1/15/1996,105.33,1.3264,162.57
,,1.3257,
1/12/1996,105.25,1.3191,162.6
1/11/1996,104.82,1.321,161.89
1/10/1996,104.83,1.3247,162.22
1/9/1996,104.39,,162.215
1/8/1996,105.22,1.3229,163.445
,,1.328,
1/5/1996,105.42,1.3271,163.3
1/4/1996,105.17,1.33,164.705
1/3/1996,104.86,1.3257,162.755
1/2/1996,103.95,,161.68
1/1/1996,103.45,1.3229,160.606
,,1.3243,
12/29/1995,103.52,1.3316,160.39
12/28/1995,102.68,1.3348,158.69
12/27/1995,102.82,1.3333,160.3
12/26/1995,102.33,,159.52
12/25/1995,102.45,1.3479,158.315
,,1.3494,
12/22/1995,102.3,1.3534,157.91
12/21/1995,101.78,1.3539,156.74
12/20/1995,101.72,1.3494,156.795
12/19/1995,102,,156.97
12/18/1995,101.5,1.3561,156.53
,,1.3521,
12/15/1995,102.04,1.3563,157.065
12/14/1995,101.43,1.3481,156.505
12/13/1995,101.63,1.3425,155.845
12/12/1995,101.77,,155.84
12/11/1995,101.16,1.3488,155.12
,,1.3464,
12/8/1995,101.27,1.3461,155.075
12/7/1995,101.33,1.3455,155.75
12/6/1995,101.61,1.3463,156.34
12/5/1995,101.2,,156.355
12/4/1995,101.31,1.3463,155.02
,,1.343,
12/1/1995,101.22,1.3443,155.39
11/30/1995,102.04,1.3508,155.73
11/29/1995,101.65,1.3515,155.865
11/28/1995,101.25,,156.72
11/27/1995,101.65,1.3554,157.965
,,1.3497,
11/24/1995,101.53,1.3554,158.245
11/23/1995,100.76,1.3607,157.285
11/22/1995,100.88,1.3607,157.305
11/21/1995,101.45,,158.235
11/20/1995,101.21,1.3536,156.555
,,1.3428,
11/17/1995,102.18,1.3346,158.115
11/16/1995,102.05,1.3399,159.16
11/15/1995,101.51,1.3387,157.385
11/14/1995,101.51,,158.5
11/13/1995,101.93,1.3319,157.915
,,1.3376,
11/10/1995,100.88,1.3341,158.965
11/9/1995,100.57,1.3374,159.155
11/8/1995,102.59,1.3425,162.105
11/7/1995,103.01,,163.005
11/6/1995,103.26,1.3293,163.085
,,1.331,
11/3/1995,103.9,1.3277,163.99
11/2/1995,104.07,1.3249,163.76
11/1/1995,103.3,1.3341,163.15
10/31/1995,101.96,,161.705
10/30/1995,101.9,1.3364,160.265
,,1.3394,
10/27/1995,101.87,1.3355,160.235
10/26/1995,101.44,1.325,160.245
10/25/1995,101.24,1.3317,160.045
10/24/1995,100.47,,158.705
10/23/1995,99.97,1.3394,157.395
,,1.3245,
10/20/1995,100.35,1.304,157.71
10/19/1995,100.37,1.2908,158.175
10/18/1995,100.75,1.2907,158.045
10/17/1995,100.35,,157.7
10/16/1995,100.69,1.2903,158.375
,,1.2895,
10/13/1995,100.98,1.2882,158.465
10/12/1995,100.17,1.3023,157.76
10/11/1995,101.11,1.3021,158.73
10/10/1995,100.85,,158.58
10/9/1995,100.43,1.296,159.3
,,1.2989,
10/6/1995,100.44,1.2957,159.365
10/5/1995,99.67,1.306,157.97
10/4/1995,100.82,1.3048,159.36
10/3/1995,101.6,,160.59
10/2/1995,100.35,1.3057,159.84
,,1.3033,
9/29/1995,99.73,1.298,157.095
9/28/1995,99.16,1.2996,157.14
9/27/1995,100.42,,157.84
9/26/1995,100.96,1.2975,158.525
9/25/1995,100.55,1.2975,157.365
,,1.2982,
9/22/1995,100.1,1.2932,156.245
9/21/1995,99.05,1.3031,156.665
9/20/1995,102.55,,159.735
9/19/1995,104.55,1.304,161.01
9/18/1995,103.28,1.2994,160.285
,,1.3004,
9/15/1995,104.15,1.2987,160.475
9/14/1995,102.39,1.3325,158.88
9/13/1995,102.59,,158.795
9/12/1995,101.1,1.3344,157.025
9/11/1995,100.03,1.343,154.48
,,1.3547,
9/8/1995,99.63,1.355,154.58
9/7/1995,99.1,1.3587,152.83
9/6/1995,98.96,,153.305
9/5/1995,97.64,1.3695,152.215
9/4/1995,97.66,1.3706,151.29
,,1.3637,
9/1/1995,97.44,1.3765,151.71
8/31/1995,97.46,1.3765,151.75
8/30/1995,99.11,,153.06
8/29/1995,98.21,1.377,151.095
8/28/1995,96.77,1.3691,149.745
,,1.3706,
8/25/1995,96.7,1.3615,148.955
8/24/1995,96.71,1.3699,148.92
8/23/1995,96.53,,148.92
8/22/1995,96.91,1.3671,148.405
8/21/1995,97.17,1.3736,148.27
,,1.3626,
8/18/1995,97.51,1.3637,149.62
8/17/1995,97.26,1.3578,150.37
8/16/1995,98.05,,151.73
8/15/1995,97.24,1.3622,150.455
8/14/1995,93.63,1.3613,147.28
,,1.3504,
8/11/1995,94.04,1.3525,147.84
8/10/1995,92.77,1.3543,147.405
8/9/1995,91.58,,146.45
8/8/1995,91.5,1.3585,147.065
8/7/1995,91.46,1.3659,146.29
,,1.3644,
8/4/1995,91.43,1.3652,146.65
8/3/1995,90.34,1.3678,145.355
8/2/1995,91.17,,145.385
8/1/1995,88.09,1.3605,141.35
7/31/1995,88.45,1.3572,141.015
,,1.3569,
7/28/1995,88.15,1.3617,141.15
7/27/1995,88.15,1.3541,140.43
7/26/1995,87.93,,140.25
7/25/1995,87.93,1.3617,139.42
7/24/1995,87.68,1.3628,139.78
,,1.3547,
7/21/1995,88.45,1.3543,141.105
7/20/1995,88.13,1.3479,139.915
7/19/1995,87.35,,139.86
7/18/1995,88.35,1.3466,140.955
7/17/1995,89.09,1.3387,141.39
,,1.3501,
7/14/1995,87.85,1.3414,140.095
7/13/1995,87.3,1.3435,139.76
7/12/1995,87.28,,139.355
7/11/1995,87.62,1.3495,138.895
7/10/1995,86.91,1.331,138.48
,,1.3416,
7/7/1995,86.7,1.3357,138.285
7/6/1995,84.97,1.3455,136.195
7/5/1995,84.88,,135.5
7/4/1995,84.79,1.343,135.555
7/3/1995,84.72,1.3289,135.41
,,1.3374,
6/30/1995,84.63,1.3552,134.82
6/29/1995,84.33,,134.8
6/28/1995,85.56,1.3605,135.09
6/27/1995,84.22,1.3398,133.305
6/26/1995,84.29,1.3099,133.745
,,1.3077,
6/23/1995,84.33,1.3019,135.55
6/22/1995,84.49,,135.335
6/21/1995,84.05,1.3098,135.485
6/20/1995,84.53,1.2958,135.735
6/19/1995,84.62,1.3132,135.765
,,1.3144,
6/16/1995,84.7,1.3115,135.96
6/15/1995,84.58,,135.245
6/14/1995,84.34,1.312,135.73
6/13/1995,84.68,1.3355,134.515
6/12/1995,84.06,1.3578,133.97
,,1.3691,
6/9/1995,84.34,,134.385
6/8/1995,84.55,1.3648,135.195
6/7/1995,84.97,1.3643,134.235
6/6/1995,84.77,1.3585,135.235
6/5/1995,84.78,1.3578,135.015
,,1.3459,
6/2/1995,84.33,,134.655
6/1/1995,84.81,1.3521,135.395
5/31/1995,84.62,1.3581,134.215
5/30/1995,82.92,1.3499,132.79
5/29/1995,82.8,1.3661,132.69
,,1.3589,
5/26/1995,82.91,,132.84
5/25/1995,84.84,1.3512,136.36
5/24/1995,87.16,1.3552,137.575
5/23/1995,87.16,1.3701,136.8
5/22/1995,87.38,1.363,137.63
,,,
5/19/1995,86.86,1.3488,136.5
5/18/1995,86.87,1.3328,136.56
5/17/1995,86.88,1.3365,135.99
5/16/1995,86.65,1.3342,135.365
5/15/1995,86.45,,135.935
,,1.355,
5/12/1995,86.75,1.3556,136.64
5/11/1995,85.72,1.3474,133.835
5/10/1995,83.81,1.345,132.755
5/9/1995,83.37,1.355,131.835
5/8/1995,83.26,,133.35
,,1.3615,
5/5/1995,83.97,1.3261,134.33
5/4/1995,83.89,1.3499,135.32
5/3/1995,83.7,1.333,134.85
5/2/1995,83.62,1.3277,134.985
5/1/1995,83.5,,135.11
,,1.3214,
4/28/1995,84.34,1.3277,135.16
4/27/1995,83.66,1.3238,135.09
4/26/1995,83.8,1.3221,135.095
4/25/1995,81.83,1.3284,132.585
4/24/1995,83.03,,133.12
,,1.3353,
4/21/1995,82.73,1.3408,133.57
4/20/1995,83.17,1.3396,133.785
4/19/1995,81.35,1.3224,130.745
4/18/1995,80.63,1.3259,131.32
4/17/1995,81.95,,133.085
,,1.321,
4/14/1995,83.3,1.3437,133.618
4/13/1995,83.5,1.3472,134.555
4/12/1995,83.75,1.341,133.3
4/11/1995,83.53,1.3357,133.615
4/10/1995,83.9,,132.39
,,1.3163,
4/7/1995,83.85,1.296,135.02
4/6/1995,84.84,1.2957,137.32
4/5/1995,86.15,1.2927,138.59
4/4/1995,86.2,1.2948,138.41
4/3/1995,85.85,,139.395
,,1.2875,
3/31/1995,86.55,1.2942,140.865
3/30/1995,89.55,1.2963,143.175
3/29/1995,88.34,1.2898,142.005
3/28/1995,88.91,1.2975,143.645
3/27/1995,89.35,,142.35
,,1.2854,
3/24/1995,88.89,1.2849,141.89
3/23/1995,88.15,1.2726,140.53
3/22/1995,89.03,1.2692,141.31
3/21/1995,89.35,1.2649,141.6
3/20/1995,89.35,,141.045
,,1.2615,
3/17/1995,89.05,1.2575,140.92
3/16/1995,90.31,1.2561,143.555
3/15/1995,89.49,1.253,143.33
3/14/1995,90.77,1.2558,144.21
3/13/1995,90.67,,144.43
,,1.2596,
3/10/1995,90.9,1.2641,143.62
3/9/1995,91.02,1.2622,146.385
3/8/1995,91.62,1.2673,147.67
3/7/1995,90.45,1.2715,149.305
3/6/1995,92.87,,149.815
,,1.2697,
3/3/1995,94.14,1.27,152.815
3/2/1995,95.28,1.2665,152.315
3/1/1995,96.77,1.2716,153.285
2/28/1995,96.69,1.2737,153.01
2/27/1995,97.08,,153.385
,,1.2736,
2/24/1995,96.9,1.256,154.025
2/23/1995,96.72,1.2564,154.125
2/22/1995,97.05,1.2563,153.795
2/21/1995,97.08,1.259,153.945
2/20/1995,97.29,,153.665
,,1.2538,
2/17/1995,97.4,1.2557,153.66
2/16/1995,97.5,1.2511,153.755
2/15/1995,98.34,1.2517,153.66
2/14/1995,98.48,1.2396,153.6
2/13/1995,98.73,,154.175
,,1.2378,
2/10/1995,98.93,1.2421,154.425
2/9/1995,98.91,1.2384,153.815
2/8/1995,98.93,1.2426,153.695
2/7/1995,99.46,,154.79
2/6/1995,99.36,1.2458,154.925
,,1.2435,
2/3/1995,99.85,1.2265,156.02
2/2/1995,99.41,,157.37
2/1/1995,99.19,1.2252,157.075
1/31/1995,99.55,1.2229,157.37
1/30/1995,98.42,1.2294,156.76
,,1.2276,
1/27/1995,99.4,1.227,157.97
1/26/1995,99.43,,158.08
1/25/1995,99.53,1.2303,158.575
1/24/1995,99.69,1.2297,159.045
1/23/1995,99.8,1.2314,159.025
,,1.2287,
1/20/1995,99.4,1.2302,157.765
1/19/1995,99.13,,157.28
1/18/1995,99.53,1.2281,156.225
1/17/1995,99.11,1.2278,155.15
1/16/1995,98.42,1.2327,154.56
,,1.2318,
1/13/1995,98.4,1.2314,154.46
1/12/1995,98.67,,155.345
1/11/1995,100.09,1.2294,155.66
1/10/1995,100.03,1.2337,156.27
1/9/1995,100.03,1.2346,155.545
,,1.2415,
1/6/1995,101.37,1.2392,157.45
1/5/1995,100.88,,157.89
1/4/1995,101.35,1.2419,158.265
1/3/1995,100.67,1.243,157.215
1/2/1995,100.2,1.2467,156.18
,,1.2474,
12/30/1994,99.58,1.2444,155.85
12/29/1994,99.63,,155.11
12/28/1994,99.3,1.2483,154.875
12/27/1994,100.38,1.2528,155.21
12/26/1994,100.31,1.2508,155.14
,,1.2552,
12/23/1994,100.12,1.255,154.795
12/22/1994,100.15,,155.41
12/21/1994,100.61,1.2692,156.29
12/20/1994,100.23,1.2639,156.385
12/19/1994,100.13,1.2674,156.385
,,1.2847,
12/16/1994,100.25,1.2785,156.725
12/15/1994,100.31,,156.625
12/14/1994,100.3,1.2724,156.605
12/13/1994,100.28,1.2812,156.47
12/12/1994,100,1.2975,156.475
,,1.2943,
12/9/1994,100.11,1.288,156.42
12/8/1994,100.56,,156.955
12/7/1994,99.92,1.2872,156.26
12/6/1994,100.12,1.298,156.47
12/5/1994,100.33,1.2992,156.38
,,1.3007,
12/2/1994,100.64,1.2965,156.57
12/1/1994,99.38,,155.53
11/30/1994,98.98,1.2975,155.03
11/29/1994,98.96,1.2932,154.755
11/28/1994,98.74,1.2937,154.15
,,1.2937,
11/25/1994,98.78,1.291,154.35
11/24/1994,98.47,,153.715
11/23/1994,98.44,1.2783,154.46
11/22/1994,98.21,1.2606,154.06
11/21/1994,98.27,1.2607,154.115
,,1.2568,
11/18/1994,98.59,1.2552,154.365
11/17/1994,98.33,,154.72
11/16/1994,98.37,1.2623,154.705
11/15/1994,98.75,1.2599,155.76
11/14/1994,98.33,1.2609,155.925
,,1.2552,
11/11/1994,97.73,1.2517,155.95
11/10/1994,97.71,,156.56
11/9/1994,97.84,1.2561,156.99
11/8/1994,97.1,1.2602,157.195
11/7/1994,97.38,1.2591,157.145
,,1.2587,
11/4/1994,97.45,1.2524,157.285
11/3/1994,97.63,,158.305
11/2/1994,97.53,1.2599,158.34
11/1/1994,96.61,1.256,157.83
10/31/1994,96.96,1.2601,158.5
,,1.2555,
10/28/1994,97.28,1.2528,157.865
10/27/1994,97.03,,158.64
10/26/1994,96.83,1.2645,158.83
10/25/1994,96.82,1.2563,158.49
10/24/1994,97.13,1.2628,158.365
,,1.2542,
10/21/1994,97.23,1.258,158.22
10/20/1994,97.03,,158.145
10/19/1994,97.4,1.2591,157.585
10/18/1994,97.75,1.2472,157.655
10/17/1994,97.72,1.252,157.195
,,1.2583,
10/14/1994,98.25,1.2502,156.64
10/13/1994,99.35,,157.97
10/12/1994,99.7,1.2478,157.945
10/11/1994,100.2,1.2341,158.49
10/10/1994,100.3,1.2341,159.265
,,1.2303,
10/7/1994,100.65,,159.57
10/6/1994,99.87,1.2427,158.53
10/5/1994,99.61,1.2552,157.82
10/4/1994,99.66,1.259,157.57
10/3/1994,99.58,1.2617,157.07
,,1.266,
9/30/1994,99.15,,155.84
