Date,Price USDJPY,Price EURUSD,Price GBPJPY
3/11/2009,97.28,1.2837,134.963
3/10/2009,98.67,1.2682,135.676
3/9/2009,98.85,1.2611,136.175
,,,
3/6/2009,98.26,1.2653,138.493
3/5/2009,98.07,1.254,138.44
3/4/2009,99.16,1.2661,140.74
3/3/2009,98.17,1.2561,137.92
3/2/2009,97.46,1.2578,137
,,,
2/27/2009,97.58,1.2669,139.635
2/26/2009,98.52,1.2744,141.05
2/25/2009,97.39,1.2723,138.3
2/24/2009,96.65,1.2846,139.948
2/23/2009,94.61,1.2694,137.075
,,,
2/20/2009,93.35,1.2826,134.711
2/19/2009,94.2,1.2674,134.648
2/18/2009,93.79,1.253,133.28
2/17/2009,92.41,1.2582,131.595
2/16/2009,91.73,1.2801,131.155
,,,
2/13/2009,91.93,1.2862,131.888
2/12/2009,90.94,1.2861,129.758
2/11/2009,90.4,1.2906,130.13
2/10/2009,90.47,1.2913,131.575
2/9/2009,91.47,1.3003,136.135
,,,
2/6/2009,91.9,1.294,135.87
2/5/2009,91.23,1.2791,133.27
2/4/2009,89.43,1.2849,129.4
2/3/2009,89.44,1.304,129.323
2/2/2009,89.45,1.2843,127.595
,,,
1/30/2009,89.92,1.2813,130.73
1/29/2009,90.03,1.2954,128.743
1/28/2009,90.27,1.3166,128.615
1/27/2009,88.98,1.316,125.715
1/26/2009,89.1,1.3189,124.675
,,,
1/23/2009,88.75,1.2975,122.415
1/22/2009,88.92,1.3001,123.385
1/21/2009,89.49,1.3023,124.88
1/20/2009,89.76,1.2904,125.015
1/19/2009,90.65,1.3069,130.705
,,,
1/16/2009,90.72,1.3267,133.625
1/15/2009,89.84,1.3115,131.535
1/14/2009,89.05,1.3191,130.133
1/13/2009,89.38,1.3182,129.605
1/12/2009,89.22,1.3362,132.24
,,,
1/9/2009,90.4,1.3476,137.09
1/8/2009,91.21,1.3702,138.773
1/7/2009,92.65,1.3644,139.85
1/6/2009,93.65,1.3536,139.69
1/5/2009,93.44,1.3635,137.348
,,,
1/2/2009,91.84,1.3921,133.563
1/1/2009,90.75,1.4045,133.195
12/31/2008,90.64,1.3971,132.546
12/30/2008,90.34,1.4057,130.138
12/29/2008,90.68,1.3927,130.47
,,,
12/26/2008,90.82,1.4028,132.47
12/25/2008,90.38,1.4025,133.16
12/24/2008,90.46,1.4013,133.285
12/23/2008,90.98,1.3929,133.975
12/22/2008,90.25,1.3944,133.79
,,,
12/19/2008,89.32,1.3912,133.398
12/18/2008,89.44,1.424,134.285
12/17/2008,87.24,1.442,135.53
12/16/2008,89.05,1.4002,138.743
12/15/2008,90.65,1.3688,138.788
,,,
12/12/2008,91.21,1.3369,136.32
12/11/2008,91.46,1.3352,137.52
12/10/2008,92.77,1.3023,137.138
12/9/2008,92.13,1.2927,135.87
12/8/2008,92.82,1.2963,138.413
,,,
12/5/2008,92.84,1.2718,136.54
12/4/2008,92.23,1.2777,135.4
12/3/2008,93.3,1.2717,137.925
12/2/2008,93.18,1.2714,139.01
12/1/2008,93.19,1.2611,138.735
,,,
11/28/2008,95.53,1.2691,146.885
11/27/2008,95.19,1.2904,146.745
11/26/2008,95.67,1.288,146.613
11/25/2008,95.23,1.3065,147.363
11/24/2008,97.35,1.2953,147.8
,,,
11/21/2008,95.96,1.2587,143.165
11/20/2008,93.7,1.2453,137.993
11/19/2008,95.74,1.2489,143.135
11/18/2008,97.03,1.2618,145.14
11/17/2008,96.44,1.265,144.558
,,,
11/14/2008,97.14,1.2605,143.18
11/13/2008,97.68,1.2769,144.97
11/12/2008,95.01,1.2505,142.185
11/11/2008,97.66,1.2522,150.235
11/10/2008,98.01,1.2748,152.938
,,,
11/7/2008,98.24,1.2718,153.633
11/6/2008,97.75,1.2715,152.753
11/5/2008,97.95,1.2954,155.783
11/4/2008,99.71,1.2981,159.11
11/3/2008,99.12,1.2643,156.838
,,,
10/31/2008,98.47,1.2726,158.28
10/30/2008,98.61,1.2915,162.2
10/29/2008,97.39,1.2963,159.448
10/28/2008,98.03,1.2683,155.88
10/27/2008,92.78,1.2493,144.29
,,,
10/24/2008,94.32,1.2623,150.165
10/23/2008,97.31,1.2934,157.968
10/22/2008,97.67,1.2855,158.885
10/21/2008,100.14,1.3063,167.293
10/20/2008,101.87,1.3344,174.713
,,,
10/17/2008,101.69,1.341,175.74
10/16/2008,101.58,1.3456,175.775
10/15/2008,99.96,1.3499,172.6
10/14/2008,102.08,1.3619,177.56
10/13/2008,102.02,1.3581,176.905
,,,
10/10/2008,100.67,1.3409,171.52
10/9/2008,99.82,1.3604,170.683
10/8/2008,99.14,1.3654,171.563
10/7/2008,101.48,1.3588,177.133
10/6/2008,101.82,1.3499,177.58
,,,
10/3/2008,105.32,1.3772,186.565
10/2/2008,105.34,1.3819,185.8
10/1/2008,105.72,1.4009,187.105
9/30/2008,106.11,1.4092,188.938
9/29/2008,104.18,1.4435,188.413
,,,
9/26/2008,106.01,1.4614,195.535
9/25/2008,106.56,1.4609,195.775
9/24/2008,106.11,1.4621,195.933
9/23/2008,105.56,1.4648,195.503
9/22/2008,105.52,1.4774,195.67
,,,
9/19/2008,107.45,1.4466,196.805
9/18/2008,105.44,1.4348,191.695
9/17/2008,104.66,1.4326,190.203
9/16/2008,105.65,1.4129,188.443
9/15/2008,104.66,1.4243,188.41
,,,
9/12/2008,107.95,1.4224,193.658
9/11/2008,107.17,1.3998,188.378
9/10/2008,107.7,1.3998,188.78
9/9/2008,106.81,1.4133,188.053
9/8/2008,108.28,1.4128,190.35
,,,
9/5/2008,107.73,1.4267,190.285
9/4/2008,107.08,1.4325,189.38
9/3/2008,108.29,1.4498,192.415
9/2/2008,108.61,1.452,193.745
9/1/2008,108.14,1.4617,194.78
,,,
8/29/2008,108.8,1.4673,198.13
8/28/2008,109.5,1.4706,200.335
8/27/2008,109.49,1.4727,200.993
8/26/2008,109.61,1.4653,201.68
8/25/2008,109.31,1.4754,202.575
,,,
8/22/2008,110.08,1.4793,203.91
8/21/2008,108.44,1.4899,203.66
8/20/2008,109.86,1.4747,204.57
8/19/2008,109.72,1.4776,204.855
8/18/2008,110.13,1.4694,205.415
,,,
8/15/2008,110.54,1.4687,206.235
8/14/2008,109.74,1.4826,205.195
8/13/2008,109.53,1.4919,204.873
8/12/2008,109.27,1.4926,207.28
8/11/2008,110.06,1.4909,210.31
,,,
8/8/2008,110.18,1.5005,211.668
8/7/2008,109.44,1.5325,212.745
8/6/2008,109.8,1.5408,213.855
8/5/2008,108.35,1.5454,211.785
8/4/2008,108.27,1.5576,212.458
,,,
8/1/2008,107.71,1.5564,212.703
7/31/2008,107.92,1.5603,214.12
7/30/2008,108.13,1.5576,214.29
7/29/2008,108.11,1.5588,213.93
7/28/2008,107.46,1.5741,214.275
,,,
7/25/2008,107.84,1.5709,214.76
7/24/2008,107.33,1.5677,213.25
7/23/2008,107.9,1.5698,215.75
7/22/2008,107.33,1.5784,213.783
7/21/2008,106.45,1.5922,213.258
,,,
7/18/2008,106.97,1.5847,213.798
7/17/2008,106.28,1.5863,212.94
7/16/2008,105.13,1.5827,210.163
7/15/2008,104.73,1.5911,210.08
7/14/2008,106.14,1.5908,211.77
,,,
7/11/2008,106.28,1.5938,211.355
7/10/2008,107.07,1.5788,211.79
7/9/2008,106.76,1.5743,211.725
7/8/2008,107.51,1.567,211.73
7/7/2008,107.18,1.5726,211.805
,,,
7/4/2008,106.81,1.5706,211.708
7/3/2008,106.73,1.5703,211.685
7/2/2008,105.92,1.5882,211.1
7/1/2008,106.13,1.5793,211.715
6/30/2008,106.21,1.5755,211.615
,,,
6/27/2008,106.14,1.5794,211.733
6/26/2008,106.81,1.5757,212.45
6/25/2008,107.81,1.5667,212.93
6/24/2008,107.82,1.5568,212.5
6/23/2008,107.85,1.5518,211.973
,,,
6/20/2008,107.34,1.5607,212.11
6/19/2008,108.01,1.5505,213.033
6/18/2008,107.88,1.5535,211.438
6/17/2008,107.93,1.5511,211.21
6/16/2008,108.22,1.5477,212.468
,,,
6/13/2008,108.19,1.538,210.705
6/12/2008,107.96,1.5439,210.13
6/11/2008,106.97,1.5552,209.993
6/10/2008,107.44,1.5467,209.985
6/9/2008,106.31,1.5646,209.975
,,,
6/6/2008,104.93,1.5778,206.785
6/5/2008,105.94,1.5593,207.468
6/4/2008,105.23,1.544,205.795
6/3/2008,105.09,1.5445,206.335
6/2/2008,104.43,1.5537,205.425
,,,
5/30/2008,105.52,1.5554,209.16
5/29/2008,105.51,1.5519,208.533
5/28/2008,104.69,1.5638,207.415
5/27/2008,104.24,1.5691,206.045
5/26/2008,103.44,1.577,205.018
,,,
5/23/2008,103.38,1.5762,204.66
5/22/2008,104.08,1.5733,206.1
5/21/2008,103.06,1.5795,203.348
5/20/2008,103.68,1.5646,204.073
5/19/2008,104.33,1.551,203.325
,,,
5/16/2008,104.05,1.5577,203.64
5/15/2008,104.75,1.5448,203.965
5/14/2008,105.04,1.5474,204.408
5/13/2008,104.75,1.5474,203.803
5/12/2008,103.75,1.5553,203.11
,,,
5/9/2008,102.87,1.5482,201
5/8/2008,103.74,1.5393,202.72
5/7/2008,104.73,1.5392,204.645
5/6/2008,104.78,1.5533,206.788
5/5/2008,104.86,1.5496,206.755
,,,
5/2/2008,105.4,1.5424,207.805
5/1/2008,104.43,1.5474,206.205
4/30/2008,103.92,1.5622,206.455
4/29/2008,104.02,1.5572,204.893
4/28/2008,104.19,1.5657,207.481
,,,
4/25/2008,104.43,1.563,207.36
4/24/2008,104.27,1.5682,205.805
4/23/2008,103.38,1.5889,204.735
4/22/2008,103.03,1.5991,205.573
4/21/2008,103.27,1.5912,204.52
,,,
4/18/2008,103.67,1.5818,207.133
4/17/2008,102.48,1.5908,204.075
4/16/2008,101.83,1.5948,200.845
4/15/2008,101.83,1.579,199.85
4/14/2008,101.1,1.5832,200.01
,,,
4/11/2008,100.96,1.5808,198.795
4/10/2008,101.95,1.5742,200.91
4/9/2008,101.81,1.5831,201.165
4/8/2008,102.66,1.5712,202.205
4/7/2008,102.4,1.5711,203.615
,,,
4/4/2008,101.47,1.5737,202.27
4/3/2008,102.26,1.5684,204.18
4/2/2008,102.36,1.5686,203.435
4/1/2008,101.85,1.5614,201.245
3/31/2008,99.7,1.5788,197.775
,,,
3/28/2008,99.23,1.5796,197.9
3/27/2008,99.65,1.5779,200.033
3/26/2008,99.2,1.5845,199.26
3/25/2008,99.98,1.565,200.555
3/24/2008,100.75,1.5423,200.03
,,,
3/21/2008,99.58,1.5432,197.335
3/20/2008,99.51,1.5428,197.51
3/19/2008,99.04,1.5626,196.485
3/18/2008,99.86,1.5625,200.22
3/17/2008,97.33,1.573,194.555
,,,
3/14/2008,99.09,1.5674,200.17
3/13/2008,100.65,1.5635,204.665
3/12/2008,101.8,1.5551,206.34
3/11/2008,103.42,1.5338,207.513
3/10/2008,101.76,1.5344,204.455
,,,
3/7/2008,102.67,1.5355,206.733
3/6/2008,102.67,1.538,206.29
3/5/2008,104.02,1.5265,207.198
3/4/2008,103.37,1.5217,205.32
3/3/2008,103.49,1.5204,205.295
,,,
2/29/2008,103.74,1.5179,206.338
2/28/2008,105.37,1.5193,209.56
2/27/2008,106.49,1.512,211.025
2/26/2008,107.28,1.4974,213.185
2/25/2008,108.07,1.483,212.59
,,,
2/22/2008,107.17,1.4827,210.775
2/21/2008,107.4,1.4814,210.815
2/20/2008,108.12,1.4715,209.95
2/19/2008,107.78,1.4726,210
2/18/2008,108.23,1.4658,211.33
,,,
2/15/2008,107.82,1.4682,211.45
2/14/2008,107.87,1.4643,212.39
2/13/2008,108.34,1.4573,212.66
2/12/2008,107.31,1.4584,210.315
2/11/2008,106.97,1.4519,208.685
,,,
2/8/2008,107.3,1.4504,208.825
2/7/2008,107.49,1.4485,208.765
2/6/2008,106.54,1.4632,208.97
2/5/2008,106.82,1.4647,209.888
2/4/2008,106.71,1.483,210.59
,,,
2/1/2008,106.49,1.4802,209.275
1/31/2008,106.45,1.4861,211.523
1/30/2008,106.23,1.4862,211.025
1/29/2008,107.11,1.4776,213.098
1/28/2008,106.9,1.4781,212.11
,,,
1/25/2008,106.73,1.4681,211.658
1/24/2008,107.18,1.4755,211.845
1/23/2008,106.72,1.4629,208.665
1/22/2008,106.44,1.4629,208.708
1/21/2008,105.99,1.4454,205.963
,,,
1/18/2008,106.87,1.4621,208.97
1/17/2008,106.54,1.4642,210.035
1/16/2008,107.64,1.4652,211.35
1/15/2008,106.79,1.4804,209.585
1/14/2008,108.17,1.4869,211.56
,,,
1/11/2008,108.84,1.4776,212.925
1/10/2008,109.34,1.4804,214.443
1/9/2008,110.05,1.4659,215.515
1/8/2008,108.9,1.4707,214.873
1/7/2008,109.18,1.4696,215.115
,,,
1/4/2008,108.6,1.4743,214.365
1/3/2008,109.32,1.475,215.488
1/2/2008,109.66,1.4715,217.215
1/1/2008,111.65,1.4592,221.755
12/31/2007,111.75,1.4589,221.763
,,,
12/28/2007,112.29,1.4723,224.17
12/27/2007,113.73,1.4626,226.995
12/26/2007,114.34,1.4489,226.825
12/25/2007,114.13,1.4402,225.828
12/24/2007,114.3,1.4395,225.958
,,,
12/21/2007,114.05,1.4382,226.165
12/20/2007,113.14,1.4329,224.415
12/19/2007,113.43,1.4383,226.608
12/18/2007,113.4,1.4414,228.45
12/17/2007,112.95,1.44,228.205
,,,
12/14/2007,113.28,1.4429,228.52
12/13/2007,112.22,1.4633,229.08
12/12/2007,112.24,1.4706,229.75
12/11/2007,110.66,1.4655,225.105
12/10/2007,111.71,1.4712,228.555
,,,
12/7/2007,111.69,1.4658,226.778
12/6/2007,111.32,1.4638,225.765
12/5/2007,110.9,1.461,224.72
12/4/2007,109.87,1.4758,226.235
12/3/2007,110.47,1.4667,228.21
,,,
11/30/2007,111.24,1.4633,228.755
11/29/2007,109.94,1.4744,226.61
11/28/2007,110.03,1.4841,229.133
11/27/2007,108.97,1.4829,225.43
11/26/2007,107.41,1.4872,222.465
,,,
11/23/2007,108.29,1.4837,223.41
11/22/2007,108.44,1.4849,223.6
11/21/2007,108.42,1.4858,223.91
11/20/2007,109.98,1.4841,227.25
11/19/2007,109.77,1.4665,225.06
,,,
11/16/2007,111.09,1.4662,228.22
11/15/2007,110.31,1.4612,225.57
11/14/2007,111.33,1.4651,228.48
11/13/2007,110.9,1.4602,229.675
11/12/2007,109.41,1.4531,224.615
,,,
11/9/2007,110.69,1.4678,231.37
11/8/2007,112.6,1.4676,237.315
11/7/2007,112.63,1.4637,236.905
11/6/2007,114.73,1.4557,239.493
11/5/2007,114.55,1.4469,238.32
,,,
11/2/2007,114.86,1.4504,239.945
11/1/2007,114.67,1.4425,238.515
10/31/2007,115.44,1.4487,240.075
10/30/2007,114.64,1.4432,237.035
10/29/2007,114.66,1.4425,236.47
,,,
10/26/2007,114.19,1.4393,234.355
10/25/2007,114.18,1.4324,234.208
10/24/2007,114.27,1.4266,234.225
10/23/2007,114.78,1.4263,235.415
10/22/2007,114.55,1.4181,232.875
,,,
10/19/2007,114.52,1.4301,234.965
10/18/2007,115.63,1.4295,236.405
10/17/2007,116.68,1.4208,238.045
10/16/2007,116.92,1.4173,237.67
10/15/2007,117.4,1.4205,239.83
,,,
10/12/2007,117.61,1.4178,239.46
10/11/2007,117.28,1.4196,238.26
10/10/2007,117.25,1.4145,239.478
10/9/2007,117.14,1.4106,238.67
10/8/2007,117.42,1.4048,239.045
,,,
10/5/2007,116.97,1.4136,238.898
10/4/2007,116.46,1.4138,237.44
10/3/2007,116.75,1.409,237.24
10/2/2007,115.75,1.4154,236.32
10/1/2007,115.74,1.4231,236.53
,,,
9/28/2007,114.81,1.4267,235.04
9/27/2007,115.63,1.4153,234.453
9/26/2007,115.56,1.4128,232.94
9/25/2007,114.78,1.4138,231.705
9/24/2007,114.87,1.4087,232.275
,,,
9/21/2007,115.5,1.4091,233.345
9/20/2007,114.76,1.4064,230.4
9/19/2007,116.1,1.3957,232.295
9/18/2007,116.08,1.3984,233.68
9/17/2007,115.12,1.3867,229.625
,,,
9/14/2007,115.37,1.3875,231.59
9/13/2007,115.09,1.3885,233.07
9/12/2007,114.26,1.3904,231.84
9/11/2007,114.27,1.3839,232.353
9/10/2007,113.72,1.3802,230.585
,,,
9/7/2007,113.38,1.3768,230.01
9/6/2007,115.38,1.3691,233.505
9/5/2007,115.28,1.3646,232.84
9/4/2007,116.33,1.3605,234.198
9/3/2007,115.97,1.3624,234.065
,,,
8/31/2007,115.77,1.363,233.495
8/30/2007,115.86,1.3625,233.09
8/29/2007,116.18,1.3677,234.395
8/28/2007,114.27,1.3603,228.768
8/27/2007,115.86,1.3647,233.125
,,,
8/24/2007,116.45,1.3675,234.523
8/23/2007,116.2,1.3565,233.05
8/22/2007,115.34,1.3543,229.835
8/21/2007,114.44,1.3466,226.798
8/20/2007,114.88,1.3474,228.348
,,,
8/17/2007,114.36,1.3475,226.575
8/16/2007,113.89,1.3426,225.833
8/15/2007,116.61,1.3442,231.918
8/14/2007,117.58,1.3533,234.783
8/13/2007,118.25,1.3613,237.965
,,,
8/10/2007,118.4,1.3693,239.555
8/9/2007,118.16,1.3678,239.053
8/8/2007,119.73,1.3798,243.91
8/7/2007,118.84,1.3736,240.205
8/6/2007,118.88,1.3793,241.495
,,,
8/3/2007,118.06,1.3773,240.945
8/2/2007,119.21,1.3703,242.875
8/1/2007,118.96,1.3667,241.765
7/31/2007,118.62,1.3684,240.938
7/30/2007,119.06,1.3697,241.05
,,,
7/27/2007,118.63,1.3636,240.11
7/26/2007,118.68,1.3747,243.215
7/25/2007,120.5,1.3722,247.485
7/24/2007,120.26,1.3823,248.04
7/23/2007,121.1,1.3807,249.38
,,,
7/20/2007,121.28,1.3827,249.355
7/19/2007,122.01,1.3804,249.993
7/18/2007,121.95,1.3803,250.355
7/17/2007,122.34,1.3781,250.405
7/16/2007,121.9,1.3772,248.195
,,,
7/13/2007,121.93,1.3782,248.035
7/12/2007,122.42,1.3789,248.54
7/11/2007,122.49,1.3745,248.938
7/10/2007,121.74,1.3747,246.89
7/9/2007,123.41,1.3626,248.705
,,,
7/6/2007,123.34,1.3627,248.003
7/5/2007,122.95,1.3599,247.313
7/4/2007,122.7,1.3613,247.405
7/3/2007,122.47,1.3609,246.885
7/2/2007,122.42,1.3623,246.935
,,,
6/29/2007,123.17,1.3541,247.423
6/28/2007,123.18,1.3449,246.71
6/27/2007,122.84,1.3453,245.595
6/26/2007,123.26,1.3455,246.39
6/25/2007,123.67,1.3463,247.05
,,,
6/22/2007,123.89,1.347,247.705
6/21/2007,123.72,1.3389,246.54
6/20/2007,123.57,1.3404,246.298
6/19/2007,123.36,1.3427,245.345
6/18/2007,123.68,1.3414,245.295
,,,
6/15/2007,123.44,1.3388,243.95
6/14/2007,122.92,1.3312,242.07
6/13/2007,122.72,1.3311,242.148
6/12/2007,121.7,1.3302,240.263
6/11/2007,121.73,1.3357,239.695
,,,
6/8/2007,121.73,1.3373,239.82
6/7/2007,120.98,1.3433,239.308
6/6/2007,121.09,1.3504,241.278
6/5/2007,121.39,1.3524,241.988
6/4/2007,121.78,1.349,242.508
,,,
6/1/2007,122.1,1.3449,242.005
5/31/2007,121.73,1.3453,241.003
5/30/2007,121.66,1.3429,240.37
5/29/2007,121.66,1.3448,241.02
5/28/2007,121.72,1.3452,241.43
,,,
5/25/2007,121.79,1.3442,241.565
5/24/2007,121.4,1.3429,240.948
5/23/2007,121.66,1.3459,241.703
5/22/2007,121.56,1.3448,240.03
5/21/2007,121.47,1.3469,239.473
,,,
5/18/2007,121.12,1.3509,239.2
5/17/2007,121.31,1.3494,239.545
5/16/2007,120.83,1.3515,238.868
5/15/2007,120.28,1.3591,238.855
5/14/2007,120.35,1.3546,238.208
,,,
5/11/2007,120.2,1.3524,238.16
5/10/2007,119.9,1.3485,237.425
5/9/2007,120.09,1.3528,239.428
5/8/2007,120.04,1.3543,238.785
5/7/2007,120.1,1.3601,239.345
,,,
5/4/2007,120.19,1.3591,239.41
5/3/2007,120.45,1.3549,239.285
5/2/2007,120.16,1.3592,239.095
5/1/2007,119.87,1.3604,239.54
4/30/2007,119.53,1.3648,239
,,,
4/27/2007,119.63,1.3652,238.985
4/26/2007,119.57,1.3601,238.09
4/25/2007,118.75,1.3638,237.653
4/24/2007,118.59,1.364,237.405
4/23/2007,118.65,1.3577,237.415
,,,
4/20/2007,118.69,1.359,237.645
4/19/2007,118.48,1.3613,237.37
4/18/2007,118.69,1.3609,238.4
4/17/2007,118.91,1.3567,238.638
4/16/2007,119.74,1.3535,238.255
,,,
4/13/2007,119.27,1.3527,236.888
4/12/2007,119.16,1.3482,235.865
4/11/2007,119.39,1.3431,235.773
4/10/2007,119.06,1.344,234.88
4/9/2007,119.33,1.3354,234.195
,,,
4/6/2007,119.26,1.3379,234.36
4/5/2007,118.73,1.3429,233.955
4/4/2007,118.73,1.3368,234.515
4/3/2007,118.96,1.333,234.84
4/2/2007,117.86,1.3366,233.098
,,,
3/30/2007,117.83,1.3354,231.87
3/29/2007,118.07,1.3331,231.633
3/28/2007,116.86,1.3313,229.235
3/27/2007,117.81,1.3352,231.595
3/26/2007,118.14,1.333,232.648
,,,
3/23/2007,118.12,1.3283,231.708
3/22/2007,118.13,1.3331,232.095
3/21/2007,117.55,1.3386,231.313
3/20/2007,117.29,1.3318,230.05
3/19/2007,117.53,1.3302,228.493
,,,
3/16/2007,116.75,1.3318,226.733
3/15/2007,117.57,1.3238,227.775
3/14/2007,117.09,1.3223,226.698
3/13/2007,116.28,1.3197,224.295
3/12/2007,117.74,1.3189,227.523
,,,
3/9/2007,118.34,1.3116,228.62
3/8/2007,117.18,1.3133,225.95
3/7/2007,116.06,1.3177,224.353
3/6/2007,116.6,1.3128,225.24
3/5/2007,115.53,1.309,221.875
,,,
3/2/2007,116.8,1.3192,227.013
3/1/2007,117.62,1.3186,230.343
2/28/2007,118.56,1.3229,232.85
2/27/2007,117.94,1.3242,231.405
2/26/2007,120.66,1.3188,236.915
,,,
2/23/2007,121.08,1.3166,237.723
2/22/2007,121.58,1.3126,237.87
2/21/2007,120.94,1.3139,236.31
2/20/2007,120.03,1.3138,234.675
2/19/2007,119.56,1.3156,233.3
,,,
2/16/2007,119.43,1.3138,232.84
2/15/2007,119.27,1.3141,232.72
2/14/2007,120.8,1.3131,237.085
2/13/2007,121.17,1.3039,235.915
2/12/2007,121.94,1.2966,237.448
,,,
2/9/2007,121.71,1.3008,237.215
2/8/2007,121.03,1.3042,237.095
2/7/2007,120.68,1.3012,237.825
2/6/2007,120.1,1.2985,236.723
2/5/2007,120.34,1.2929,235.92
,,,
2/2/2007,121.14,1.2961,238.163
2/1/2007,120.82,1.3022,237.618
1/31/2007,120.7,1.3032,237.218
1/30/2007,121.63,1.297,238.731
1/29/2007,121.74,1.2957,238.753
,,,
1/26/2007,121.54,1.2916,238.175
1/25/2007,121.26,1.2931,238.155
1/24/2007,121.19,1.297,238.695
1/23/2007,121.64,1.3026,240.998
1/22/2007,121.66,1.2951,240.435
,,,
1/19/2007,121.24,1.2957,239.285
1/18/2007,121.22,1.2963,239.325
1/17/2007,120.67,1.2938,237.695
1/16/2007,120.66,1.2918,236.665
1/15/2007,120.43,1.2938,236.585
,,,
1/12/2007,120.33,1.2923,235.73
1/11/2007,120.5,1.2893,234.378
1/10/2007,119.63,1.2938,231.138
1/9/2007,119.38,1.3,231.575
1/8/2007,118.79,1.3024,230.2
,,,
1/5/2007,118.63,1.3002,228.865
1/4/2007,119.05,1.3084,231.308
1/3/2007,119.39,1.3169,232.973
1/2/2007,118.85,1.3273,234.555
1/1/2007,119.04,1.3201,233.23
,,,
12/29/2006,119.06,1.3197,233.195
12/28/2006,118.93,1.315,233.468
12/27/2006,118.87,1.3114,232.538
12/26/2006,119.15,1.3097,232.768
12/25/2006,118.76,1.3121,232.61
,,,
12/22/2006,118.87,1.3128,232.798
12/21/2006,118.34,1.3176,232.105
12/20/2006,118.47,1.3173,232.735
12/19/2006,118.12,1.3197,232.635
12/18/2006,118.15,1.3098,230.115
,,,
12/15/2006,118.18,1.308,230.713
12/14/2006,117.84,1.3143,230.998
12/13/2006,117.59,1.3214,231.27
12/12/2006,116.79,1.3285,230.21
12/11/2006,117,1.3237,229.098
,,,
12/8/2006,116.33,1.3202,227.403
12/7/2006,115.27,1.3287,226.27
12/6/2006,115.26,1.3287,226.64
12/5/2006,114.89,1.3316,226.7
12/4/2006,115.28,1.3343,228.43
,,,
12/1/2006,115.45,1.3337,228.708
11/30/2006,115.81,1.3242,227.68
11/29/2006,116.41,1.3155,226.585
11/28/2006,116.16,1.3199,226.695
11/27/2006,116.08,1.3134,224.995
,,,
11/24/2006,115.9,1.3094,223.935
11/23/2006,116.3,1.2945,222.785
11/22/2006,116.74,1.2944,223.495
11/21/2006,117.92,1.2845,223.92
11/20/2006,118.05,1.2816,224.01
,,,
11/17/2006,117.76,1.2828,223.082
11/16/2006,118.22,1.2796,223.253
11/15/2006,118.02,1.2828,222.925
11/14/2006,117.63,1.2811,222.95
11/13/2006,118.17,1.2805,224.65
,,,
11/10/2006,117.63,1.284,224.755
11/9/2006,117.93,1.2829,224.66
11/8/2006,117.84,1.2757,224.533
11/7/2006,117.7,1.2777,224.335
11/6/2006,118.31,1.2724,224.51
,,,
11/3/2006,118.01,1.2718,224.373
11/2/2006,117.14,1.2779,223.565
11/1/2006,117.04,1.2757,223.408
10/31/2006,116.98,1.2762,223.12
10/30/2006,117.49,1.2725,223.38
,,,
10/27/2006,117.61,1.2741,223.2
10/26/2006,118.4,1.2693,223.835
10/25/2006,119.13,1.2601,223.63
10/24/2006,119.38,1.2558,223.563
10/23/2006,119.35,1.2552,223.62
,,,
10/20/2006,118.75,1.2618,223.643
10/19/2006,118.17,1.2625,221.878
10/18/2006,118.91,1.2533,222.115
10/17/2006,118.75,1.2545,222.14
10/16/2006,119.04,1.2533,221.6
,,,
10/13/2006,119.63,1.2513,222
10/12/2006,119.37,1.2555,221.91
10/11/2006,119.79,1.2514,222.02
10/10/2006,119.72,1.2537,221.99
10/9/2006,119.11,1.2594,222.4
,,,
10/6/2006,119.02,1.2601,222.64
10/5/2006,117.7,1.2694,221.185
10/4/2006,117.9,1.2715,222.38
10/3/2006,117.92,1.2732,222.6
10/2/2006,117.65,1.2738,221.98
,,,
9/29/2006,118.18,1.2674,221.275
9/28/2006,117.81,1.2703,221.135
9/27/2006,117.5,1.27,221.98
9/26/2006,117.11,1.2691,221.85
9/25/2006,116.61,1.2746,221.525
,,,
9/22/2006,116.56,1.2784,221.485
9/21/2006,116.37,1.278,221.355
9/20/2006,117.46,1.2686,221.79
9/19/2006,117.76,1.2678,221.66
9/18/2006,117.95,1.2704,221.773
,,,
9/15/2006,117.56,1.2665,221.18
9/14/2006,117.59,1.2725,221.87
9/13/2006,117.68,1.2689,220.77
9/12/2006,117.95,1.2688,221.12
9/11/2006,117.69,1.2702,219.56
,,,
9/8/2006,116.94,1.2673,218.118
9/7/2006,116.43,1.2731,218.413
9/6/2006,116.65,1.2805,219.8
9/5/2006,116.09,1.2816,219.923
9/4/2006,116.09,1.2873,221.378
,,,
9/1/2006,117.09,1.2834,223.11
8/31/2006,117.4,1.2813,223.605
8/30/2006,117.16,1.2833,223.115
8/29/2006,116.68,1.2824,221.475
8/28/2006,117.22,1.278,221.87
,,,
8/25/2006,117.29,1.2752,221.29
8/24/2006,116.54,1.2765,219.895
8/23/2006,116.41,1.2787,220.42
8/22/2006,116.53,1.2803,220.065
8/21/2006,115.86,1.2892,219.45
,,,
8/18/2006,115.79,1.2824,217.86
8/17/2006,115.98,1.2828,218.635
8/16/2006,115.87,1.2839,219.6
8/15/2006,116.1,1.2784,219.87
8/14/2006,116.71,1.2714,220.32
,,,
8/11/2006,116.31,1.2721,219.825
